"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_56","Family_41","Family_5"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_56","Family_41","Family_5"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_76","Family_41","Family_5"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_76","Family_41","Family_5"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_137","Family_41","Family_13"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_137","Family_41","Family_13"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_153","Family_41","Family_14"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_153","Family_41","Family_14"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_257","Family_41","Family_35"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_257","Family_41","Family_35"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_386","Family_41","Family_38"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_386","Family_41","Family_38"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_445","Family_41","Family_47"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_445","Family_41","Family_47"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_609","Family_41","Family_56"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_609","Family_41","Family_56"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_624","Family_41","Family_59"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_624","Family_41","Family_59"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_643","Family_41","Family_62"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_643","Family_41","Family_62"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_794","Family_41","Family_79"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_794","Family_41","Family_79"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_915","Family_41","Family_84"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_915","Family_41","Family_84"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_161","Family_41","Family_18"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_161","Family_41","Family_18"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_437","Family_41","Family_46"
"DB114","DB114","Nigeria","AW","Plant","Site_21","Frugivore_193","Plant_437","Family_41","Family_46"
"DB114","DB114","Nigeria","AW","Plant","Site_21","Frugivore_193","Plant_119","Family_41","Family_8"
"DB237","DB237","Uganda","AE","BothLimited","Site_12","Frugivore_193","Plant_915","Family_41","Family_84"
"DB9","DB9","Uganda","AE","Plant","Site_7","Frugivore_193","Plant_564","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_62","Family_41","Family_5"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_119","Family_41","Family_8"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_250","Family_41","Family_35"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_291","Family_41","Family_37"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_301","Family_41","Family_37"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_535","Family_41","Family_53"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_537","Family_41","Family_53"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_537","Family_41","Family_53"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_562","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_568","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_583","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_596","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_597","Family_41","Family_56"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_939","Family_41","Family_90"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_940","Family_41","Family_90"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_942","Family_41","Family_90"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_722","Family_41","Family_74"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_624","Family_41","Family_59"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_626","Family_41","Family_59"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_641","Family_41","Family_61"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_664","Family_41","Family_67"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_744","Family_41","Family_76"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_750","Family_41","Family_77"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_751","Family_41","Family_78"
"DB11","DB11","DRC","AC","Animal","Site_33","Frugivore_193","Plant_847","Family_41","Family_83"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_882","Family_41","Family_84"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_115","Family_41","Family_6"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_172","Family_41","Family_19"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_188","Family_41","Family_24"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_733","Family_41","Family_75"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_940","Family_41","Family_90"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_722","Family_41","Family_74"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_624","Family_41","Family_59"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_664","Family_41","Family_67"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_762","Family_41","Family_79"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_800","Family_41","Family_79"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_822","Family_41","Family_80"
"DB23","DB23","Rwanda","AE","Animal","Site_81","Frugivore_193","Plant_843","Family_41","Family_83"
"DB25","DB25","Uganda","AE","Plant","Site_7","Frugivore_193","Plant_882","Family_41","Family_84"
"DB25","DB25","Uganda","AE","Plant","Site_7","Frugivore_193","Plant_22","Family_41","Family_3"
"DB24","DB24Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_906","Family_41","Family_84"
"DB24","DB24Site_12","Uganda","AE","Animal","Site_12","Frugivore_193","Plant_839","Family_41","Family_81"
"DB24","DB24Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_467","Family_41","Family_50"
"DB28","DB28","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_584","Family_41","Family_56"
"DB28","DB28","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_239","Family_41","Family_35"
"DB28","DB28","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_891","Family_41","Family_84"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_524","Family_41","Family_51"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_22","Family_41","Family_3"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_32","Family_41","Family_3"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_72","Family_41","Family_5"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_157","Family_41","Family_17"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_188","Family_41","Family_24"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_727","Family_41","Family_75"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_447","Family_41","Family_47"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_940","Family_41","Family_90"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_582","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_591","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_592","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_594","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_596","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_562","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_588","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_565","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_600","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_584","Family_41","Family_56"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_820","Family_41","Family_80"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_867","Family_41","Family_83"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_906","Family_41","Family_84"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_882","Family_41","Family_84"
"DB79","DB79","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_161","Family_41","Family_18"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_938","Family_41","Family_90"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_537","Family_41","Family_53"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_940","Family_41","Family_90"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_624","Family_41","Family_59"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_645","Family_41","Family_62"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_658","Family_41","Family_65"
"DB89","DB89","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_752","Family_41","Family_78"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_502","Family_41","Family_51"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_115","Family_41","Family_6"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_188","Family_41","Family_24"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_670","Family_41","Family_67"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_280","Family_41","Family_37"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_741","Family_41","Family_75"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_291","Family_41","Family_37"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_537","Family_41","Family_53"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_583","Family_41","Family_56"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_938","Family_41","Family_90"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_940","Family_41","Family_90"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_722","Family_41","Family_74"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_624","Family_41","Family_59"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_645","Family_41","Family_62"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_658","Family_41","Family_65"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_664","Family_41","Family_67"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_749","Family_41","Family_77"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_750","Family_41","Family_77"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_752","Family_41","Family_78"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_776","Family_41","Family_79"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_778","Family_41","Family_79"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_800","Family_41","Family_79"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_809","Family_41","Family_79"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_822","Family_41","Family_80"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_827","Family_41","Family_81"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_872","Family_41","Family_84"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_882","Family_41","Family_84"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_915","Family_41","Family_84"
"DB90","DB90","Rwanda","AE","Animal","Site_43","Frugivore_193","Plant_660","Family_41","Family_66"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_502","Family_41","Family_51"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_141","Family_41","Family_14"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_188","Family_41","Family_24"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_685","Family_41","Family_67"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_309","Family_41","Family_38"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_368","Family_41","Family_38"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_430","Family_41","Family_44"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_578","Family_41","Family_56"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_581","Family_41","Family_56"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_591","Family_41","Family_56"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_937","Family_41","Family_90"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_939","Family_41","Family_90"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_607","Family_41","Family_56"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_665","Family_41","Family_67"
"DB99","DB99","DRC","AC","Animal","Site_82","Frugivore_193","Plant_493","Family_41","Family_51"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_165","Family_41","Family_18"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_22","Family_41","Family_3"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_72","Family_41","Family_5"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_573","Family_41","Family_56"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_582","Family_41","Family_56"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_906","Family_41","Family_84"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_915","Family_41","Family_84"
"DB105","DB105","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_159","Family_41","Family_18"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_161","Family_41","Family_18"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_22","Family_41","Family_3"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_62","Family_41","Family_5"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_72","Family_41","Family_5"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_113","Family_41","Family_6"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_136","Family_41","Family_13"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_137","Family_41","Family_13"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_188","Family_41","Family_24"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_6","Family_41","Family_2"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_567","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_573","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_582","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_585","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_591","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_592","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_594","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_596","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_939","Family_41","Family_90"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_609","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_557","Family_41","Family_56"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_722","Family_41","Family_74"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_643","Family_41","Family_62"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_647","Family_41","Family_62"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_750","Family_41","Family_77"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_752","Family_41","Family_78"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_815","Family_41","Family_79"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_817","Family_41","Family_80"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_820","Family_41","Family_80"
"DB111","DB111Site_7","Uganda","AE","Animal","Site_7","Frugivore_193","Plant_867","Family_41","Family_83"
